transaction_id,timestamp,atm_id,city,branch,transaction_type,status,amount_hnl,latency_sec,balance_before_hnl,balance_after_hnl
11820,2025-01-02 12:19:59,ATM-007,Tegucigalpa,Mall,Depósito,Aprobada,1000.0,6.8,79355.01,79355.01
6751,2025-01-02 12:26:27,ATM-021,Tegucigalpa,Centro,Consulta,Aprobada,0.0,8.3,82906.11,82906.11
11542,2025-01-02 12:31:05,ATM-026,San Pedro Sula,Norte,Depósito,Aprobada,1000.0,8.8,58065.35,58065.35
4543,2025-01-02 12:32:47,ATM-012,Tegucigalpa,Sur,Consulta,Aprobada,0.0,7.3,66950.75,66950.75
10943,2025-01-02 12:38:12,ATM-004,San Pedro Sula,Mall,Transferencia,Aprobada,0.0,9.3,41609.62,41609.62
1865,2025-01-02 12:51:41,ATM-017,San Pedro Sula,Aeropuerto,Consulta,Aprobada,0.0,14.0,93453.9,93453.9
864,2025-01-02 13:15:03,ATM-008,La Ceiba,Mall,Transferencia,Aprobada,0.0,8.0,74770.11,74770.11
9636,2025-01-02 13:37:33,ATM-012,La Ceiba,Centro,Transferencia,Aprobada,0.0,5.8,43597.62,43597.62
3302,2025-01-02 13:49:56,ATM-021,Tegucigalpa,Aeropuerto,Depósito,Aprobada,5000.0,8.4,106508.09,106508.09
6984,2025-01-02 14:24:20,ATM-021,Tegucigalpa,Mall,Depósito,Aprobada,2000.0,5.3,75392.53,75392.53
5136,2025-01-02 14:44:28,ATM-025,San Pedro Sula,Mall,Consulta,Rechazada,0.0,13.0,50538.71,50538.71
7735,2025-01-02 14:51:30,ATM-030,Tegucigalpa,Norte,Retiro,Aprobada,1500.0,4.5,44539.22,43039.22
7218,2025-01-02 15:11:47,ATM-006,Comayagua,Aeropuerto,Retiro,Aprobada,1500.0,9.6,53039.16,51539.16
3232,2025-01-02 15:31:55,ATM-029,Choloma,Norte,Depósito,Aprobada,1000.0,5.0,51749.1,51749.1
11720,2025-01-02 16:02:56,ATM-022,San Pedro Sula,Mall,Retiro,Aprobada,500.0,4.0,56858.76,56358.76
9281,2025-01-02 16:07:33,ATM-003,San Pedro Sula,Norte,Transferencia,Aprobada,0.0,8.2,51759.92,51759.92
7090,2025-01-02 16:13:55,ATM-005,Tegucigalpa,Norte,Retiro,Aprobada,1500.0,8.0,25003.34,23503.34
3759,2025-01-02 16:57:15,ATM-008,Choloma,Norte,Transferencia,Aprobada,0.0,9.4,78698.96,78698.96
11843,2025-01-02 17:11:57,ATM-016,San Pedro Sula,Sur,Retiro,Aprobada,200.0,7.7,101265.91,101065.91
6595,2025-01-02 17:21:14,ATM-017,San Pedro Sula,Mall,Retiro,Aprobada,3000.0,8.5,54901.96,51901.96
4101,2025-01-02 17:21:47,ATM-016,Tegucigalpa,Norte,Retiro,Aprobada,1000.0,8.0,48059.85,47059.85
9432,2025-01-02 17:30:51,ATM-030,San Pedro Sula,Mall,Retiro,Aprobada,1500.0,7.5,55048.52,53548.52
7458,2025-01-02 18:05:51,ATM-012,San Pedro Sula,Sur,Retiro,Aprobada,1000.0,10.0,59307.17,58307.17
8891,2025-01-02 18:11:23,ATM-008,La Ceiba,Norte,Retiro,Aprobada,200.0,4.9,45699.22,45499.22
5623,2025-01-02 18:21:39,ATM-005,Choloma,Sur,Retiro,Aprobada,3000.0,9.0,23954.47,20954.47
7129,2025-01-02 18:32:07,ATM-001,La Ceiba,Aeropuerto,Retiro,Aprobada,2000.0,10.5,56391.32,54391.32
1442,2025-01-02 18:37:17,ATM-025,San Pedro Sula,Centro,Depósito,Aprobada,2000.0,12.3,76017.11,76017.11
9524,2025-01-02 18:46:36,ATM-022,Comayagua,Mall,Retiro,Aprobada,300.0,7.4,68995.6,68695.6
8562,2025-01-02 18:59:47,ATM-022,Comayagua,Norte,Depósito,Aprobada,5000.0,8.8,25673.04,25673.04
2464,2025-01-02 19:27:44,ATM-019,Comayagua,Mall,Consulta,Aprobada,0.0,9.0,74959.73,74959.73
9504,2025-01-02 19:44:46,ATM-014,La Ceiba,Centro,Retiro,Aprobada,500.0,7.8,78016.44,77516.44
10669,2025-01-02 19:48:22,ATM-006,San Pedro Sula,Aeropuerto,Retiro,Aprobada,1000.0,8.3,43030.22,42030.22
11346,2025-01-02 20:39:25,ATM-028,Tegucigalpa,Sur,Retiro,Aprobada,800.0,8.2,49289.11,48489.11
6610,2025-01-02 20:40:12,ATM-022,San Pedro Sula,Norte,Depósito,Aprobada,1000.0,10.1,51064.45,51064.45
7617,2025-01-02 21:36:41,ATM-011,San Pedro Sula,Sur,Retiro,Aprobada,2000.0,6.2,58457.03,56457.03
7314,2025-01-02 22:03:35,ATM-013,La Ceiba,Norte,Retiro,Aprobada,1500.0,6.4,77433.16,75933.16
2828,2025-01-02 22:08:16,ATM-010,La Ceiba,Sur,Transferencia,Aprobada,0.0,8.4,70355.3,70355.3
7394,2025-01-02 23:10:44,ATM-027,La Ceiba,Aeropuerto,Retiro,Aprobada,1000.0,8.8,56236.94,55236.94
1764,2025-01-02 23:43:25,ATM-001,Tegucigalpa,Norte,Depósito,Aprobada,5000.0,8.4,76499.43,76499.43
5220,2025-01-03 00:07:19,ATM-027,Tegucigalpa,Aeropuerto,Retiro,Aprobada,2000.0,10.7,46784.96,44784.96
8975,2025-01-03 04:22:28,ATM-014,Tegucigalpa,Mall,Consulta,Aprobada,0.0,7.9,38583.19,38583.19
8210,2025-01-03 05:38:43,ATM-024,Choloma,Norte,Retiro,Aprobada,200.0,7.9,42507.9,42307.9
7564,2025-01-03 06:15:31,ATM-001,San Pedro Sula,Aeropuerto,Retiro,Aprobada,300.0,7.4,77694.13,77394.13
6759,2025-01-03 06:19:20,ATM-009,Tegucigalpa,Sur,Transferencia,Aprobada,0.0,4.6,68529.94,68529.94
9840,2025-01-03 06:22:56,ATM-006,La Ceiba,Centro,Retiro,Aprobada,1000.0,8.0,58685.92,57685.92
3110,2025-01-03 07:31:14,ATM-028,Tegucigalpa,Aeropuerto,Depósito,Aprobada,1000.0,3.3,44859.26,44859.26
3960,2025-01-03 07:45:29,ATM-028,La Ceiba,Aeropuerto,Retiro,Aprobada,1500.0,6.7,71933.99,70433.99
9725,2025-01-03 07:48:37,ATM-023,Comayagua,Aeropuerto,Retiro,Aprobada,800.0,10.5,34510.38,33710.38
11302,2025-01-03 07:56:11,ATM-011,San Pedro Sula,Centro,Retiro,Aprobada,1000.0,8.1,86087.3,85087.3
2104,2025-01-03 08:13:50,ATM-008,San Pedro Sula,Sur,Retiro,Aprobada,1500.0,8.1,56423.0,54923.0
7115,2025-01-03 08:25:33,ATM-009,Comayagua,Centro,Retiro,Aprobada,200.0,10.5,83505.91,83305.91
8533,2025-01-03 08:32:20,ATM-027,Tegucigalpa,Norte,Retiro,Aprobada,300.0,7.7,48823.76,48523.76
8893,2025-01-03 08:34:57,ATM-004,Tegucigalpa,Norte,Retiro,Aprobada,200.0,7.5,89592.28,89392.28
2339,2025-01-03 09:02:22,ATM-006,Tegucigalpa,Aeropuerto,Retiro,Aprobada,3000.0,4.9,58849.99,55849.99
2303,2025-01-03 09:12:13,ATM-025,Comayagua,Sur,Retiro,Aprobada,500.0,12.4,77539.42,77039.42
5595,2025-01-03 09:16:37,ATM-024,Tegucigalpa,Norte,Consulta,Rechazada,0.0,9.6,36695.24,36695.24
2152,2025-01-03 09:55:56,ATM-022,La Ceiba,Aeropuerto,Retiro,Aprobada,1000.0,7.1,56897.03,55897.03
4238,2025-01-03 10:01:03,ATM-007,Tegucigalpa,Sur,Retiro,Aprobada,1500.0,9.6,45177.47,43677.47
11261,2025-01-03 10:23:23,ATM-011,Comayagua,Sur,Depósito,Aprobada,1000.0,5.2,40903.42,40903.42
3391,2025-01-03 10:45:20,ATM-007,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1500.0,11.3,65010.02,63510.02
11437,2025-01-03 10:58:29,ATM-030,San Pedro Sula,Sur,Depósito,Aprobada,500.0,10.1,50375.79,50375.79
2539,2025-01-03 11:13:27,ATM-012,San Pedro Sula,Norte,Consulta,Aprobada,0.0,7.6,51747.45,51747.45
3366,2025-01-03 11:20:57,ATM-028,Tegucigalpa,Mall,Retiro,Aprobada,1500.0,6.8,57964.13,56464.13
9807,2025-01-03 11:23:18,ATM-016,La Ceiba,Aeropuerto,Retiro,Aprobada,2000.0,4.8,68735.77,66735.77
6335,2025-01-03 12:06:31,ATM-015,Tegucigalpa,Centro,Retiro,Aprobada,1000.0,7.6,47059.35,46059.35
7307,2025-01-03 12:50:58,ATM-011,Comayagua,Aeropuerto,Retiro,Aprobada,800.0,6.3,61135.53,60335.53
423,2025-01-03 12:52:31,ATM-024,Comayagua,Sur,Retiro,Aprobada,1000.0,10.1,45427.15,44427.15
7057,2025-01-03 13:21:39,ATM-005,Comayagua,Sur,Consulta,Aprobada,0.0,6.0,59243.1,59243.1
3286,2025-01-03 13:47:15,ATM-011,Comayagua,Mall,Retiro,Aprobada,800.0,8.0,59995.71,59195.71
1843,2025-01-03 13:48:52,ATM-011,San Pedro Sula,Sur,Retiro,Aprobada,3000.0,11.2,77851.46,74851.46
10418,2025-01-03 14:10:07,ATM-023,San Pedro Sula,Sur,Retiro,Aprobada,800.0,7.1,45347.16,44547.16
10502,2025-01-03 14:21:47,ATM-011,Tegucigalpa,Sur,Retiro,Aprobada,500.0,8.5,44631.14,44131.14
6071,2025-01-03 14:43:47,ATM-026,Comayagua,Mall,Consulta,Aprobada,0.0,6.2,83703.7,83703.7
7728,2025-01-03 15:18:15,ATM-015,San Pedro Sula,Aeropuerto,Consulta,Aprobada,0.0,9.4,72401.14,72401.14
3579,2025-01-03 16:07:05,ATM-009,La Ceiba,Aeropuerto,Depósito,Aprobada,1000.0,12.1,98701.1,98701.1
5854,2025-01-03 16:24:11,ATM-013,La Ceiba,Sur,Transferencia,Aprobada,0.0,6.3,46343.88,46343.88
11,2025-01-03 16:33:36,ATM-022,Comayagua,Mall,Depósito,Aprobada,1000.0,8.9,63714.71,63714.71
3673,2025-01-03 16:49:01,ATM-005,San Pedro Sula,Aeropuerto,Retiro,Aprobada,800.0,9.9,82437.2,81637.2
8663,2025-01-03 16:52:35,ATM-025,Comayagua,Mall,Retiro,Aprobada,500.0,10.3,50536.77,50036.77
7400,2025-01-03 17:11:04,ATM-003,Tegucigalpa,Sur,Consulta,Aprobada,0.0,4.4,56102.31,56102.31
3595,2025-01-03 17:18:29,ATM-008,San Pedro Sula,Sur,Transferencia,Aprobada,0.0,7.7,60795.95,60795.95
1336,2025-01-03 17:32:07,ATM-002,San Pedro Sula,Centro,Retiro,Aprobada,500.0,5.5,63127.86,62627.86
10760,2025-01-03 17:33:12,ATM-023,Tegucigalpa,Norte,Consulta,Rechazada,0.0,9.1,71769.05,71769.05
3744,2025-01-03 17:49:54,ATM-017,La Ceiba,Norte,Retiro,Aprobada,800.0,10.6,54750.61,53950.61
4500,2025-01-03 17:55:11,ATM-018,Choloma,Centro,Retiro,Aprobada,2000.0,8.1,78633.34,76633.34
922,2025-01-03 17:56:30,ATM-019,Choloma,Mall,Retiro,Aprobada,800.0,5.7,50985.53,50185.53
11599,2025-01-03 18:01:12,ATM-028,La Ceiba,Mall,Retiro,Aprobada,300.0,6.6,49726.8,49426.8
3610,2025-01-03 18:23:26,ATM-003,La Ceiba,Aeropuerto,Retiro,Aprobada,800.0,8.9,55534.71,54734.71
10143,2025-01-03 18:25:14,ATM-025,Tegucigalpa,Sur,Retiro,Aprobada,3000.0,8.9,56347.52,53347.52
2007,2025-01-03 18:35:36,ATM-016,Tegucigalpa,Mall,Retiro,Aprobada,300.0,10.8,73422.94,73122.94
5014,2025-01-03 18:39:03,ATM-020,La Ceiba,Sur,Retiro,Aprobada,300.0,5.7,77755.13,77455.13
4524,2025-01-03 18:43:18,ATM-004,Tegucigalpa,Mall,Retiro,Aprobada,3000.0,6.9,64102.74,61102.74
326,2025-01-03 18:48:28,ATM-021,Comayagua,Centro,Consulta,Aprobada,0.0,4.8,56208.65,56208.65
303,2025-01-03 18:57:28,ATM-012,Comayagua,Norte,Consulta,Aprobada,0.0,3.3,50469.91,50469.91
9314,2025-01-03 19:08:54,ATM-022,San Pedro Sula,Sur,Transferencia,Aprobada,0.0,5.9,56090.27,56090.27
6667,2025-01-03 19:20:29,ATM-003,San Pedro Sula,Aeropuerto,Retiro,Aprobada,500.0,9.3,52793.6,52293.6
4702,2025-01-03 19:27:02,ATM-008,San Pedro Sula,Sur,Retiro,Aprobada,1500.0,8.0,53043.19,51543.19
4847,2025-01-03 19:27:53,ATM-020,La Ceiba,Centro,Consulta,Aprobada,0.0,8.1,50593.52,50593.52
6517,2025-01-03 19:39:29,ATM-010,Tegucigalpa,Sur,Consulta,Aprobada,0.0,11.5,73031.74,73031.74
5453,2025-01-03 19:46:45,ATM-012,Comayagua,Norte,Depósito,Aprobada,2000.0,4.6,62923.0,62923.0
4769,2025-01-03 20:35:34,ATM-017,Choloma,Mall,Retiro,Aprobada,200.0,7.6,79539.53,79339.53
74,2025-01-03 20:36:40,ATM-030,Tegucigalpa,Mall,Retiro,Aprobada,3000.0,8.3,49876.98,46876.98
9029,2025-01-03 20:43:47,ATM-028,Tegucigalpa,Sur,Retiro,Aprobada,200.0,7.8,82322.67,82122.67
8484,2025-01-03 20:57:18,ATM-012,Tegucigalpa,Sur,Transferencia,Aprobada,0.0,7.3,45549.11,45549.11
4130,2025-01-03 21:45:28,ATM-008,Comayagua,Aeropuerto,Transferencia,Aprobada,0.0,10.4,35449.68,35449.68
11105,2025-01-03 21:50:17,ATM-030,Tegucigalpa,Mall,Transferencia,Aprobada,0.0,8.8,86527.51,86527.51
4458,2025-01-03 23:00:30,ATM-004,Tegucigalpa,Centro,Retiro,Aprobada,200.0,8.9,50038.78,49838.78
9247,2025-01-03 23:56:31,ATM-013,San Pedro Sula,Sur,Retiro,Aprobada,2000.0,7.7,52234.4,50234.4
4763,2025-01-04 04:42:01,ATM-011,San Pedro Sula,Sur,Depósito,Aprobada,500.0,5.4,61617.44,61617.44
8581,2025-01-04 05:22:22,ATM-028,Comayagua,Sur,Retiro,Aprobada,3000.0,8.0,71179.47,68179.47
6965,2025-01-04 06:20:34,ATM-010,San Pedro Sula,Aeropuerto,Retiro,Aprobada,1500.0,6.0,84221.63,82721.63
2898,2025-01-04 06:57:27,ATM-014,San Pedro Sula,Mall,Depósito,Aprobada,5000.0,10.7,67131.61,67131.61
9114,2025-01-04 07:11:33,ATM-023,La Ceiba,Aeropuerto,Depósito,Aprobada,500.0,5.9,73024.25,73024.25
6454,2025-01-04 07:16:57,ATM-003,Tegucigalpa,Centro,Retiro,Aprobada,200.0,8.6,66681.16,66481.16
4189,2025-01-04 07:23:13,ATM-004,La Ceiba,Centro,Consulta,Aprobada,0.0,11.3,72403.66,72403.66
1700,2025-01-04 07:58:22,ATM-004,Tegucigalpa,Centro,Retiro,Aprobada,800.0,8.3,78397.44,77597.44
6192,2025-01-04 08:01:36,ATM-007,Tegucigalpa,Mall,Retiro,Aprobada,300.0,8.4,51990.51,51690.51
9020,2025-01-04 08:32:22,ATM-021,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1000.0,10.2,59086.48,58086.48
11212,2025-01-04 08:54:00,ATM-007,Tegucigalpa,Centro,Transferencia,Aprobada,0.0,7.9,86871.37,86871.37
3862,2025-01-04 09:04:32,ATM-022,Tegucigalpa,Aeropuerto,Retiro,Aprobada,1000.0,6.2,62620.46,61620.46
5646,2025-01-04 10:32:40,ATM-006,Tegucigalpa,Norte,Consulta,Aprobada,0.0,6.3,77369.89,77369.89
212,2025-01-04 10:43:00,ATM-006,Tegucigalpa,Centro,Retiro,Aprobada,2000.0,9.2,50295.43,48295.43
1788,2025-01-04 10:45:08,ATM-027,Tegucigalpa,Mall,Transferencia,Aprobada,0.0,9.0,66024.95,66024.95
10508,2025-01-04 11:04:18,ATM-025,Tegucigalpa,Centro,Retiro,Aprobada,1000.0,9.0,39023.67,38023.67
11359,2025-01-04 11:16:44,ATM-027,Tegucigalpa,Norte,Retiro,Aprobada,3000.0,8.1,57742.9,54742.9
